"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"VLRS","Controladora Vuela Compania de Aviacion, S.A.B. de C.V.","5.82","580553782.38","n/a","2013","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/vlrs",
"CTRA","Contura Energy, Inc.","65.25","1979171547.75","n/a","n/a","Energy","Coal Mining","https://www.nasdaq.com/symbol/ctra",
"CTB","Cooper Tire & Rubber Company","33.76","1690409484.96","n/a","n/a","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/ctb",
"CPS","Cooper-Standard Holdings Inc.","74.51","1324390587.19","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/cps",
"CTK","CooTek (Cayman) Inc.","5.9","377108140.6","n/a","2018","Technology","EDP Services","https://www.nasdaq.com/symbol/ctk",
"CPA","Copa Holdings, S.A.","75.65","3192077395.35","n/a","2005","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/cpa",
"CLB","Core Laboratories N.V.","82.48","3647325892.88","n/a","1995","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/clb",
"CXW","CoreCivic, Inc.","21.25","2521978241.25","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/cxw",
"CLGX","CoreLogic, Inc.","39.31","3166871110.53","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/clgx",
"CORR","CorEnergy Infrastructure Trust, Inc.","33.87","404722723.26","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/corr",
"CORR^A","CorEnergy Infrastructure Trust, Inc.","23.28","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/corr^a",
"CPLG","CorePoint Lodging Inc.","14.02","835779769.86","n/a","2018","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/cplg",
"COR","CoreSite Realty Corporation","91.86","3371126873.94","n/a","2010","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/cor",
"GLW","Corning Incorporated","30.85","24692311926.5","n/a","n/a","Basic Industries","Telecommunications Equipment","https://www.nasdaq.com/symbol/glw",
"CAAP","Corporacion America Airports SA","8","1280178096","n/a","2018","Transportation","Aerospace","https://www.nasdaq.com/symbol/caap",
"GYC","Corporate Asset Backed Corp CABCO","21.5","0","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/gyc",
"CCT","Corporate Capital Trust, Inc.","13.77","1709127497.88","n/a","2017","n/a","n/a","https://www.nasdaq.com/symbol/cct",
"OFC","Corporate Office Properties Trust","24.34","2649531089.44","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/ofc",
"CZZ","Cosan Limited","7.42","1815493783.04","n/a","n/a","Consumer Non-Durables","Specialty Foods","https://www.nasdaq.com/symbol/czz",
"CMRE","Costamare Inc.","5.08","566067366.72","n/a","2010","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/cmre",
"CMRE^B","Costamare Inc.","20.67","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cmre^b",
"CMRE^C","Costamare Inc.","21.3301","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cmre^c",
"CMRE^D","Costamare Inc.","21.52","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cmre^d",
"CMRE^E","Costamare Inc.","22.26","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cmre^e",
"COT","Cott Corporation","14.49","2001150028.08","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/cot",
"COTY","Coty Inc.","8.63","6481778095.74","n/a","2013","Consumer Non-Durables","Package Goods/Cosmetics","https://www.nasdaq.com/symbol/coty",
"CUZ","Cousins Properties Incorporated","8.25","3468174476.25","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/cuz",
"CVA","Covanta Holding Corporation","15.49","2030037318.49","n/a","n/a","Basic Industries","Electric Utilities: Central","https://www.nasdaq.com/symbol/cva",
"CVIA","Covia Holdings Corporation","6.53","856647596.86","n/a","2018","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://www.nasdaq.com/symbol/cvia",
"CPF","CPB Inc.","27.31","796699090.61","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cpf",
"CPL","CPFL Energia S.A.","13.65","6947268141.45","n/a","2004","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/cpl",
"CR","Crane Co.","86.98","5170878803.9","n/a","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/cr",
"CRD.A","Crawford & Company","n/a","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/crd.a",
"CRD.B","Crawford & Company","n/a","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/crd.b",
"BAP","Credicorp Ltd.","217.56","17352803160","n/a","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/bap",
"CS","Credit Suisse Group","11.72","29913749713.56","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/cs",
"CPG","Crescent Point Energy Corporation","3.41","1875020298.25","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/cpg",
"CEQP","Crestwood Equity Partners LP","28.52","2031199248.4","n/a","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/ceqp",
"CRH","CRH PLC","27.26","22350560468.72","n/a","n/a","Capital Goods","Building Materials","https://www.nasdaq.com/symbol/crh",
"CRT","Cross Timbers Royalty Trust","14.58","87480000","n/a","1992","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/crt",
"CAPL","CrossAmerica Partners LP","15.59","536983721.67","n/a","2012","Energy","Oil Refining/Marketing","https://www.nasdaq.com/symbol/capl",
"CCI","Crown Castle International Corporation","109.63","45480053956.46","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/cci",
"CCI^A","Crown Castle International Corporation","1052.94","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cci^a",
"CCK","Crown Holdings, Inc.","48.18","6513462246.06","n/a","n/a","Consumer Durables","Containers/Packaging","https://www.nasdaq.com/symbol/cck",
"CRY","CryoLife, Inc.","28.82","1065403522.92","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/cry",
"CSS","CSS Industries, Inc.","11.76","107248212.96","n/a","n/a","Consumer Services","Consumer: Greeting Cards","https://www.nasdaq.com/symbol/css",
"CTS","CTS Corporation","28.21","933385483.03","n/a","n/a","Technology","Electrical Products","https://www.nasdaq.com/symbol/cts",
"CUBE","CubeSmart","30.44","5671170864.52","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/cube",
"CUB","Cubic Corporation","64.23","1755919161.93","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/cub",
"CFR","Cullen/Frost Bankers, Inc.","98.2","6279307281.2","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cfr",
"CFR^A","Cullen/Frost Bankers, Inc.","24.4","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cfr^a",
"CULP","Culp, Inc.","20.98","262779451.28","n/a","n/a","Basic Industries","Textiles","https://www.nasdaq.com/symbol/culp",
"CMI","Cummins Inc.","143.17","22987561750.51","n/a","n/a","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/cmi",
"CURO","CURO Group Holdings Corp.","13.4","616305972.2","n/a","2017","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/curo",
"CW","Curtiss-Wright Corporation","105.62","4625121663.34","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/cw",
"SRF","Cushing Energy Income Fund (The)","7.65","18933665.85","n/a","2012","n/a","n/a","https://www.nasdaq.com/symbol/srf",
"SRV","Cushing MLP & Infrastructure Total Return Fund","9.56","64379927.12","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/srv",
"SZC","Cushing Renaissance Fund (The)","15.37","119965047.91","n/a","2012","n/a","n/a","https://www.nasdaq.com/symbol/szc",
"CWK","Cushman & Wakefield plc","17.57","3795947582.14","n/a","2018","Finance","Real Estate","https://www.nasdaq.com/symbol/cwk",
"CUBI","Customers Bancorp, Inc","19.56","619804370.4","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cubi",
"CUBI^C","Customers Bancorp, Inc","25.7351","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cubi^c",
"CUBI^D","Customers Bancorp, Inc","25.55","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cubi^d",
"CUBI^E","Customers Bancorp, Inc","25.2","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cubi^e",
"CUBI^F","Customers Bancorp, Inc","24.45","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cubi^f",
"CVI","CVR Energy Inc.","37.46","3765876238.54","n/a","2007","Energy","Integrated oil Companies","https://www.nasdaq.com/symbol/cvi",
"UAN","CVR Partners, LP","3.65","413482851.45","n/a","2011","Basic Industries","Agricultural Chemicals","https://www.nasdaq.com/symbol/uan",
"CVRR","CVR Refining, LP","15.31","2259756000","n/a","2013","Energy","Integrated oil Companies","https://www.nasdaq.com/symbol/cvrr",
"CVS","CVS Health Corporation","75.52","76939706521.6","n/a","n/a","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/cvs",
"CELP","Cypress Energy Partners, L.P.","6.2","74065448","n/a","2014","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/celp",
"DHI","D.R. Horton, Inc.","34.86","13116480596.1","n/a","n/a","Capital Goods","Homebuilding","https://www.nasdaq.com/symbol/dhi",
"DAN","Dana Incorporated","13.84","2002133068.96","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/dan",
"DHR","Danaher Corporation","101.97","71471048624.91","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/dhr",
"DAC","Danaos Corporation","1.05","223990677.75","n/a","2006","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/dac",
"DQ","DAQO New Energy Corp.","23","295867653","n/a","2010","Technology","Semiconductors","https://www.nasdaq.com/symbol/dq",
"DRI","Darden Restaurants, Inc.","111.34","13818458171.04","n/a","n/a","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/dri",
"DAR","Darling Ingredients Inc.","20.95","3449583591.6","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/dar",
"DVA","DaVita Inc.","58.69","9742540000","n/a","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/dva",
"DCP","DCP Midstream LP","35.11","5031871386.08","n/a","n/a","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/dcp",
"DCP^B","DCP Midstream LP","23.45","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dcp^b",
"DCP^C","DCP Midstream LP","23.55","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dcp^c",
"DF","Dean Foods Company","5.72","522810985.84","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/df",
"DECK","Deckers Outdoor Corporation","123","3582031707","n/a","1993","Consumer Non-Durables","Shoe Manufacturing","https://www.nasdaq.com/symbol/deck",
"DE","Deere & Company","138.52","44558216405.96","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/de",
"DEX","Delaware Enhanced Global Dividend","9.38","118781163.06","n/a","2007","n/a","n/a","https://www.nasdaq.com/symbol/dex",
"DDF","Delaware Investments Dividend & Income Fund, Inc.","11.32","87029959.88","n/a","1993","n/a","n/a","https://www.nasdaq.com/symbol/ddf",
"DKL","Delek Logistics Partners, L.P.","28.75","701361511.25","n/a","2012","Energy","Natural Gas Distribution","https://www.nasdaq.com/symbol/dkl",
"DK","Delek US Holdings, Inc.","37.68","3087816201.84","n/a","2017","Energy","Integrated oil Companies","https://www.nasdaq.com/symbol/dk",
"DVMT","Dell Technologies Inc.","102.64","20461960500.24","n/a","n/a","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/dvmt",
"DLPH","Delphi Technologies PLC","16.85","1491089576.55","n/a","2017","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/dlph",
"DAL","Delta Air Lines, Inc.","55.41","37990132222.41","n/a","n/a","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/dal",
"DLX","Deluxe Corporation","47.19","2185211710.11","n/a","n/a","Consumer Durables","Publishing","https://www.nasdaq.com/symbol/dlx",
"DNR","Denbury Resources Inc.","2.24","1031624090.56","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/dnr",
"DESP","Despegar.com, Corp.","15.03","1039497585.48","n/a","2017","Consumer Services","Transportation Services","https://www.nasdaq.com/symbol/desp",
"DKT","Deutsch Bk Contingent Cap Tr V","25.41","0","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/dkt",
"DB","Deutsche Bank AG","9.23","19059027000","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/db",
"DXB","Deutsche Bank AG","24.74","0","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/dxb",
"DVN","Devon Energy Corporation","27.44","12847408000","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/dvn",
"DHX","DHI Group, Inc.","1.7","89913770.1","n/a","2007","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/dhx",
"DHT","DHT Holdings, Inc.","4.11","590165351.73","n/a","2005","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/dht",
"DEO","Diageo plc","143.24","87315228355.32","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/deo",
"DO","Diamond Offshore Drilling, Inc.","12.45","1711062039.9","n/a","1995","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/do",
"DRH","Diamondrock Hospitality Company","10.44","2170693611.36","n/a","2005","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/drh",
"DSX","Diana Shipping inc.","3.06","330268912.02","n/a","2005","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/dsx",
"DSX^B","Diana Shipping inc.","23.1765","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dsx^b",
"DKS","Dick&#39;s Sporting Goods Inc","34.38","3474757205.1","n/a","2002","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/dks",
"DBD","Diebold Nixdorf Incorporated","3.38","257300019.08","n/a","n/a","Miscellaneous","Office Equipment/Supplies/Services","https://www.nasdaq.com/symbol/dbd",
"DLR","Digital Realty Trust, Inc.","108","22278458484","n/a","2004","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/dlr",
"DLR^C","Digital Realty Trust, Inc.","25.82","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dlr^c",
"DLR^G","Digital Realty Trust, Inc.","23.9","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dlr^g",
"DLR^H","Digital Realty Trust, Inc.","25.43","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dlr^h",
"DLR^I","Digital Realty Trust, Inc.","25.535","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dlr^i",
"DLR^J","Digital Realty Trust, Inc.","21.26","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dlr^j",
"DDS","Dillard&#39;s, Inc.","62.65","1685285000","n/a","n/a","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/dds",
"DDT","Dillard&#39;s, Inc.","25.8262","0","n/a","n/a","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/ddt",
"DIN","Dine Brands Global, Inc.","86.87","1538679141.58","n/a","n/a","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/din",
"DPLO","Diplomat Pharmacy, Inc.","14.4","1072435348.8","n/a","2014","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/dplo",
"DFS","Discover Financial Services","68.24","22926229285.52","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/dfs",
"DNI","Dividend and Income Fund","10.9248","134934040.1664","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dni",
"DLB","Dolby Laboratories","66.29","6845310302.39","n/a","2005","Miscellaneous","Multi-Sector Companies","https://www.nasdaq.com/symbol/dlb",
"DG","Dollar General Corporation","105.29","27958117081.29","n/a","2009","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/dg",
"DM","Dominion Energy Midstream Partners, LP","18.5","2342241358.5","n/a","2014","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/dm",
"D","Dominion Energy, Inc.","74.66","48908525001.48","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/d",
"DCUD","Dominion Energy, Inc.","48.53","0","n/a","2016","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/dcud",
"DRUA","Dominion Energy, Inc.","22.05","0","n/a","2016","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/drua",
"DPZ","Domino&#39;s Pizza Inc","255.22","10615787338.66","n/a","2004","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/dpz",
"UFS","Domtar Corporation","44.07","2864598653.28","n/a","n/a","Basic Industries","Paper","https://www.nasdaq.com/symbol/ufs",
"DCI","Donaldson Company, Inc.","53.49","6856350179.13","n/a","n/a","Capital Goods","Pollution Control Equipment","https://www.nasdaq.com/symbol/dci",
